site_id,gene_id,distance_to_TSS,distance_direction,intercept,carers,(Intercept)_p_adj_global,p,meth_carers2,meth_carers3,delta_percent,chr,start,end,annotation
VYZT01062728.1_122170,Fam19a4,50608,downstream,0.676430143628975,1.70522447212967,0.201952861521992,0.00288586952034087,66.294147730237,91.5417636259671,25.24761589573,VYZT01062728.1,122170,122170,downstream10k
VYZT01056127.1_85681,,,,0.618962590564281,1.86004901030088,0.133171557507523,0.000299610339439664,64.9982569240641,92.2657294357835,27.2674725117194,VYZT01056127.1,85681,85681,intergenic
VYZT01036662.1_90048,Fut7,-1183,upstream,0.496714551368965,1.69565954517844,0.420085133102358,0.00397788943153328,62.1686928508358,89.9562608963827,27.7875680455469,VYZT01036662.1,90048,90048,promoter
VYZT01065321.1_253008,Tom1l1,-254193,upstream,-1.0412441798817,2.10820246557846,0.120315287442839,0.00442430975855761,26.0909999918806,74.4018035637114,48.3108035718309,VYZT01065321.1,253008,253008,intergenic
VYZT01014612.1_18901,Grid2ip,5068,downstream,-0.0227430465758234,1.34519426193332,0.97890999124232,0.00347669151096975,49.431448342157,78.9589235800759,29.5274752379189,VYZT01014612.1,18901,18901,gene_body
VYZT01011752.1_3293,Slc5a8,14764,downstream,0.639132269876442,1.65864318004105,0.2887936637769,0.00751278660988051,65.4557282694904,90.8692635058798,25.4135352363894,VYZT01011752.1,3293,3293,gene_body
VYZT01012449.1_17974,Rp2,31008,downstream,2.68838531253523,-1.93574967382354,9.36363282565296e-07,0.00138669754988707,93.6337799021149,67.9752720242114,-25.6585078779035,VYZT01012449.1,17974,17974,intergenic
VYZT01040139.1_60164,POSRUF_R04706,14131,downstream,0.601789081203983,1.57001491785714,0.135001966522404,0.000587009506415035,64.6065513065411,89.7688771306719,25.1623258241308,VYZT01040139.1,60164,60164,downstream10k
VYZT01117959.1_117,,,,-0.0711245849188025,1.72599573215637,0.943492662316395,0.0081984424008164,48.2226345780453,83.9548313582389,35.7321967801935,VYZT01117959.1,117,117,intergenic
VYZT01000103.1_39346,Gnai3,4311,downstream,0.563194624068215,1.89345972141539,0.323998076287983,0.00135327413148602,63.7191391943712,92.1046710413021,28.3855318469309,VYZT01000103.1,39346,39346,gene_body
VYZT01021227.1_10108,,,,3.20185872043406,-2.36435666954512,1.84078741869686e-09,1.58898336062869e-05,96.0904164258439,69.79388583771,-26.2965305881339,VYZT01021227.1,10108,10108,intergenic
VYZT01043817.1_152730,Rbfox3,-45123,upstream,-0.952708761261975,1.7946035350949,0.160747855630238,0.00829360219486672,27.834039462254,69.8864127143055,42.0523732520516,VYZT01043817.1,152730,152730,intergenic
VYZT01014018.1_20959,Sbno2,-7240,upstream,0.748341405979174,1.95437326752672,0.0501449447220285,0.000136202264941759,67.8817192490183,93.7186640700772,25.836944821059,VYZT01014018.1,20959,20959,upstream10k
VYZT01054104.1_1410,Kcnj2,57287,downstream,-0.627763301169343,2.5699126050762,0.586777409152715,0.00186653522535674,34.8017875303924,87.4588077105574,52.657020180165,VYZT01054104.1,1410,1410,intergenic
VYZT01035361.1_63932,,,,0.143260285894238,1.32094857463177,0.846388027394909,0.00737960944489388,53.575394268155,81.2175565123907,27.6421622442357,VYZT01035361.1,63932,63932,intergenic
VYZT01062670.1_47567,Atl2,-22775,upstream,0.667078204206642,1.95970269966745,0.145787578715316,0.000370728516144844,66.0848611842772,93.2565391200857,27.1716779358086,VYZT01062670.1,47567,47567,intergenic
VYZT01062002.1_49857,Ky,18746,downstream,0.572860651903835,1.89666534391969,0.214756768362538,0.000307870293271545,63.9422993279708,92.1977674274307,28.2554680994599,VYZT01062002.1,49857,49857,downstream10k
VYZT01034503.1_312545,Lars,1816,downstream,2.37028345338035,-1.76908042160181,7.66287297634817e-07,0.000670191362822196,91.4533018558469,64.5931492683611,-26.8601525874857,VYZT01034503.1,312545,312545,downstream10k
VYZT01065369.1_43551,Rims4,13872,downstream,1.37606861459549,-1.38459457547852,0.00145362669656012,0.007652614954185,79.8358860293078,49.7868522691008,-30.049033760207,VYZT01065369.1,43551,43551,gene_body
VYZT01030128.1_33260,,,,0.617599699810093,2.00021529199615,0.236441688602226,0.000501714302104402,64.9672441122371,93.1999358777637,28.2326917655266,VYZT01030128.1,33260,33260,intergenic
VYZT01020615.1_73748,,,,0.80947552476011,2.09522379732353,0.0482110597720513,4.72956331338804e-05,69.1997730547959,94.8078252883152,25.6080522335192,VYZT01020615.1,73748,73748,intergenic
VYZT01031244.1_240774,Sumf1,-42229,upstream,0.390946467415068,1.43927477730508,0.626535113984015,0.00052367559033015,59.651052128054,86.1788081259292,26.5277559978753,VYZT01031244.1,240774,240774,intergenic
VYZT01012531.1_125871,,,,0.727850831616078,1.77947829279227,0.0825084102722994,0.000359379378249212,67.4333475307866,92.4654024313671,25.0320549005805,VYZT01012531.1,125871,125871,intergenic
VYZT01057541.1_129423,Cpox,10676,downstream,1.25869216965602,-1.32776194339218,0.00166574700325274,0.00668804676148479,77.8800889915038,48.2739418013183,-29.6061471901855,VYZT01057541.1,129423,129423,downstream10k
VYZT01047594.1_22460,,,,1.98569479542594,-1.47782789141069,8.17595021982348e-07,0.00120522460438803,87.9286922622441,62.4306294004276,-25.4980628618165,VYZT01047594.1,22460,22460,intergenic
VYZT01038912.1_11360,,,,0.101585913462955,1.49602588721649,0.910871986037369,0.00959361229783046,52.5374660548934,83.1684336623986,30.6309676075053,VYZT01038912.1,11360,11360,intergenic
VYZT01038293.1_82568,Tssk1b,26327,downstream,0.643625036531907,1.64276172977148,0.258959981604735,0.00557538258396266,65.5572444731464,90.7743303846642,25.2170859115178,VYZT01038293.1,82568,82568,intergenic
VYZT01023722.1_111979,Lsm3,49395,downstream,0.611606261060089,1.66759475441133,0.244583221282196,0.00160199766587475,64.8307124815027,90.7139764544037,25.883263972901,VYZT01023722.1,111979,111979,intergenic
VYZT01020510.1_10358,,,,0.400489996032519,2.13985432425155,0.619420964976764,0.00390176918546485,59.8805381229692,92.6922153393,32.8116772163308,VYZT01020510.1,10358,10358,intergenic
VYZT01024078.1_11818,Htr7,1049,downstream,-1.87009442151828,2.80641680835029,0.00131018656080155,0.00018443839990294,13.3530797554963,71.8356198479329,58.4825400924366,VYZT01024078.1,11818,11818,gene_body
VYZT01016176.1_154335,Bnip3l_0,4759,downstream,3.06247983527733,-2.21577667521602,6.47503592303581e-10,1.05588543037855e-05,95.5318268998542,69.9875098079401,-25.5443170919141,VYZT01016176.1,154335,154335,downstream10k
VYZT01000701.1_583,,,,0.180009861380582,1.72067135260607,0.840820814324806,0.00330914437764157,54.4881337855689,86.996860618725,32.5087268331561,VYZT01000701.1,583,583,intergenic
VYZT01058141.1_25049,POSRUF_R13320,-3818,upstream,0.723639272372163,1.85088119631685,0.139185031357457,0.000874631827979303,67.340790568214,92.9203649038807,25.5795743356666,VYZT01058141.1,25049,25049,upstream10k
VYZT01034540.1_33289,Heg1,-2044,upstream,0.179304607254023,2.37078389713856,0.899495916462265,0.00335264772782716,54.4706439412992,92.7579460217311,38.2873020804319,VYZT01034540.1,33289,33289,upstream10k
VYZT01065337.1_2721,Abcg28,477,downstream,2.28226189453901,-1.64609567736582,1.11379598067128e-07,0.000427386052644691,90.7397283340929,65.3886315352209,-25.3510967988721,VYZT01065337.1,2721,2721,gene_body
VYZT01040159.1_75722,Upk1b,20128,downstream,0.340430474886245,1.66365918273931,0.594355339217341,0.00547320257527431,58.4295086640766,88.1225797539828,29.6930710899062,VYZT01040159.1,75722,75722,gene_body
VYZT01044680.1_525,,,,0.404727031953794,1.55279565269925,0.503135427126799,0.00499480995579302,59.9822848655875,87.6264599915662,27.6441751259787,VYZT01044680.1,525,525,intergenic
VYZT01029205.1_6725,Vps13d_1,83,downstream,-0.721157994229286,1.93615454483544,0.286411908371963,0.0061230196378773,32.7138035694956,77.1181836874929,44.4043801179973,VYZT01029205.1,6725,6725,promoter
VYZT01021140.1_103678,Gtf2a1,-26078,upstream,0.576373346742677,1.67407938549992,0.382440459173327,0.00634133757906516,64.0232487236284,90.4689579699947,26.4457092463664,VYZT01021140.1,103678,103678,downstream10k
VYZT01028200.1_1124,,,,1.8917663422953,-1.52945692070468,6.41518458138385e-06,0.00104435513885573,86.8956796630518,58.959936472022,-27.9357431910299,VYZT01028200.1,1124,1124,intergenic
VYZT01043130.1_21726,Gfra4_1,-133894,upstream,2.75541085070397,-2.04742653064981,1.53919258377853e-08,3.54679768252622e-05,94.0218207954834,66.9955615342374,-27.026259261246,VYZT01043130.1,21726,21726,intergenic
VYZT01013309.1_33020,Clmn,-83992,upstream,0.643606731376813,1.73778125055685,0.249883316091519,0.00284663701915483,65.5568311466663,91.5396988999021,25.9828677532358,VYZT01013309.1,33020,33020,intergenic
VYZT01041716.1_8553,,,,0.52883524664496,1.50410077214622,0.264082323880808,0.00453201609183179,62.9211410793151,88.4212010107807,25.5000599314656,VYZT01041716.1,8553,8553,intergenic
VYZT01060757.1_43806,,,,0.824711666476081,2.08120504676202,0.0698560180087226,0.000200439480270362,69.5235579795135,94.8138147354151,25.2902567559016,VYZT01060757.1,43806,43806,intergenic
VYZT01035962.1_257050,Gsg1l_0,39879,downstream,0.385134826231115,1.66285673484304,0.484246326041367,4.8810276128186e-06,59.5110961189576,88.5744519778178,29.0633558588602,VYZT01035962.1,257050,257050,gene_body
VYZT01025892.1_96101,Igf2,70318,downstream,0.890970388887908,2.52194932094723,0.016277048534536,6.10685295297217e-06,70.9090386167914,96.8105877380303,25.9015491212389,VYZT01025892.1,96101,96101,intergenic
VYZT01060158.1_28411,,,,2.35533553576733,-1.85073855712656,2.63117029301411e-06,0.000886783681409705,91.335739101902,62.3539028538,-28.9818362481021,VYZT01060158.1,28411,28411,intergenic
VYZT01044802.1_156351,Pik3r5_1,-69984,upstream,0.730297364490669,2.21340449255412,0.416396041420893,1.05373937182845e-07,67.487052378064,94.9964975082869,27.5094451302229,VYZT01044802.1,156351,156351,intergenic
VYZT01002670.1_13069,,,,0.245722010291012,1.76267382793461,0.780889039196187,0.00556832696708861,56.112326326798,88.1675772689824,32.0552509421845,VYZT01002670.1,13069,13069,intergenic
VYZT01017291.1_235626,Ubn1,1083,downstream,0.205489972106424,2.24361371017663,0.83333912397354,0.0025958406910729,55.11924813166,92.049588012186,36.930339880526,VYZT01017291.1,235626,235626,gene_body
VYZT01022851.1_474999,POSRUF_R03028,-4681,upstream,2.69919301117528,-1.92471896127937,5.89203978715237e-08,0.000134739636104447,93.6979008581211,68.4487924950044,-25.2491083631167,VYZT01022851.1,474999,474999,upstream10k
VYZT01003339.1_27898,Sucnr1,30972,downstream,0.321429920680608,1.66598201937913,0.593393206735414,1.04814184436674e-27,57.967269519377,87.9469064138157,29.9796368944387,VYZT01003339.1,27898,27898,intergenic
VYZT01040062.1_138763,Myo18a,977,downstream,-1.34812663074541,2.31685244555033,0.0444998590948057,0.00662454133984092,20.6176813511302,72.4865452815903,51.8688639304601,VYZT01040062.1,138763,138763,gene_body
VYZT01048330.1_140677,Asb6,-8530,upstream,0.386014779918014,1.76868699939885,0.646047255085329,0.00087262631660615,59.532297170918,89.6107323723415,30.0784352014235,VYZT01048330.1,140677,140677,upstream10k
VYZT01047568.1_38470,,,,0.566385441247586,1.72591343457445,0.262863158847944,0.00151942527955913,63.7928716951582,90.8237223718991,27.0308506767409,VYZT01047568.1,38470,38470,intergenic
VYZT01020521.1_47434,Nfu1,-2948,upstream,0.633665961206496,1.61541673999069,0.253632868055023,0.00543703396260906,65.3320242412609,90.4571381416574,25.1251139003966,VYZT01020521.1,47434,47434,upstream10k
VYZT01054171.1_13736,Efnb1,54356,downstream,0.700311979428016,1.80487721535469,0.138510615878545,0.000803388884781974,66.8256938393769,92.4504802097243,25.6247863703474,VYZT01054171.1,13736,13736,intergenic
VYZT01030594.1_8910,Cspg5,4225,downstream,-0.119700484784369,2.07822626989049,0.884382265600437,0.000308054524574604,47.0110558790326,87.6373319989522,40.6262761199195,VYZT01030594.1,8910,8910,downstream10k
VYZT01002627.1_186723,Mb21d2,41731,downstream,0.604040527151518,1.74721980327015,0.329804508027365,0.00388838826419405,64.6580170184246,91.3034353209273,26.6454183025027,VYZT01002627.1,186723,186723,gene_body
VYZT01080282.1_3420,Fance,-554,upstream,0.00540080235751927,1.56566788017397,0.995138142525363,0.00303536779170921,50.1350197307427,82.7935904046961,32.6585706739535,VYZT01080282.1,3420,3420,promoter
VYZT01009730.1_413089,Rabep1,-20953,upstream,2.36049869335088,-1.74187163397235,2.45620361371654e-08,7.67496706945531e-05,91.376510986843,64.9906230300464,-26.3858879567966,VYZT01009730.1,413089,413089,intergenic
VYZT01007395.1_32732,POSRUF_R14757,-2741,upstream,0.689636518817872,2.16225627345998,0.109037342739264,6.05136819809945e-05,66.5886063675758,94.5416441192858,27.95303775171,VYZT01007395.1,32732,32732,upstream10k
VYZT01035973.1_16030,,,,-0.15574332751599,1.89156257806323,0.906416625293544,5.62003262293898e-28,46.1142679931515,85.0155253668346,38.9012573736832,VYZT01035973.1,16030,16030,intergenic
VYZT01004208.1_1485,Pdcl,7227,downstream,-0.898899564683797,2.31517624490327,0.187930543621625,0.00331344240669377,28.9276689655295,80.4754053661234,51.5477364005939,VYZT01004208.1,1485,1485,downstream10k
VYZT01030555.1_125395,Celf5,5286,downstream,-0.113773647840028,1.37557265148526,0.870939984281267,0.00249413188744872,47.1587230386062,77.9335640779559,30.7748410393497,VYZT01030555.1,125395,125395,gene_body
VYZT01046453.1_43731,,,,1.14573793669034,-1.11617903849761,4.30139615713359e-07,1.2718565284407e-05,75.8731572864095,50.7389186544134,-25.1342386319961,VYZT01046453.1,43731,43731,intergenic
VYZT01048761.1_395,Eif3j,-963,upstream,0.246417221656893,1.49879293804678,0.756713888467645,0.00991463667612052,56.1294461481002,85.1347644106216,29.0053182625215,VYZT01048761.1,395,395,promoter
VYZT01002648.1_3765,Abcc3,22551,downstream,1.27373830571692,-2.23866406440965,0.0168517581170866,0.000917132031598881,78.1382012550186,27.589306061973,-50.5488951930456,VYZT01002648.1,3765,3765,gene_body
VYZT01046291.1_1871,,,,-0.313777161332426,1.92088017863811,0.73070572921711,0.0093893368408037,42.2193045395485,83.3008789899091,41.0815744503606,VYZT01046291.1,1871,1871,intergenic
VYZT01002648.1_91532,Cacna1g,55713,downstream,0.25689500124452,1.42915065758883,0.691967321246172,0.00458319767147794,56.387286173018,84.3703417400407,27.9830555670228,VYZT01002648.1,91532,91532,gene_body
VYZT01034540.1_166720,Znf148,-21840,upstream,0.374115740823699,1.69397153045107,0.512996330782541,0.00144058263531814,59.2453110901202,88.7762518020628,29.5309407119427,VYZT01034540.1,166720,166720,intergenic
VYZT01031186.1_153991,Ccnd1,-125507,upstream,2.95326305140489,-2.18055996927485,3.52855948296597e-08,5.45646426484542e-05,95.0417482967475,68.4105334402618,-26.6312148564857,VYZT01031186.1,153991,153991,intergenic
VYZT01004841.1_224690,Dnajc5_0,12023,downstream,2.8692072819898,-2.10543607618213,1.05531074456843e-07,0.000144138012183787,94.6303081417157,68.2171942825457,-26.41311385917,VYZT01004841.1,224690,224690,downstream10k
VYZT01044802.1_93928,Pik3r5_1,-7561,upstream,0.572255634053363,1.58574988054551,0.269052602190422,0.00296472887274823,63.9283487857068,89.6414495879858,25.713100802279,VYZT01044802.1,93928,93928,upstream10k
VYZT01040153.1_22512,Krt80,-7366,upstream,0.50480281310455,2.49775799617513,0.288051120372444,1.44736372034148e-05,62.3587344501899,95.268968164579,32.9102337143891,VYZT01040153.1,22512,22512,upstream10k
VYZT01065524.1_5987,,,,0.628085682744081,1.74603068455232,0.318929040327563,0.00602082122592999,65.2055269953131,91.4832132599826,26.2776862646696,VYZT01065524.1,5987,5987,intergenic
VYZT01043697.1_3473,,,,0.349905671077809,1.48559037437224,0.578580374780785,0.00777244954302621,58.6594704212542,86.2415161377717,27.5820457165175,VYZT01043697.1,3473,3473,intergenic
VYZT01039734.1_7404,,,,0.785833261473773,1.9710263503305,0.0639694476134391,0.000196846217762307,68.6935951555366,94.029958790045,25.3363636345084,VYZT01039734.1,7404,7404,intergenic
VYZT01093361.1_78,,,,0.34195482862055,1.29572618100263,0.498805787448707,0.00753160731107279,58.4665295890579,83.7219144971782,25.2553849081203,VYZT01093361.1,78,78,intergenic
VYZT01020421.1_78305,,,,0.581858267688861,1.67538123893197,0.247839619791168,0.00171651873507959,64.1494881523838,90.52731733412,26.3778291817362,VYZT01020421.1,78305,78305,intergenic
VYZT01029254.1_51603,Gabrb4,4343,downstream,0.109066021995961,2.05202603871875,0.963570550357696,0.00633988292381373,52.7239508786205,89.6700748337279,36.9461239551074,VYZT01029254.1,51603,51603,gene_body
VYZT01012486.1_149724,Pde6d,27382,downstream,0.683976047431711,1.85014898523733,0.0741381922205133,5.55322621718874e-05,66.4625531468759,92.6499754382098,26.187422291334,VYZT01012486.1,149724,149724,intergenic
VYZT01013225.1_87031,Nploc4,1738,downstream,-0.412104287122168,2.23772861828346,0.651989432862163,0.00468369710809284,39.8407660068643,86.1239634555208,46.2831974486565,VYZT01013225.1,87031,87031,gene_body
VYZT01032218.1_19769,,,,0.666634816233966,1.8575693035867,0.152803858578963,0.000545055945275179,66.0749229219401,92.5821295283848,26.5072066064447,VYZT01032218.1,19769,19769,intergenic
VYZT01074033.1_2219,,,,-1.57625959174827,2.10645474043888,0.00516041661172621,0.00145363796595251,17.1325867518699,62.9528626151026,45.8202758632326,VYZT01074033.1,2219,2219,intergenic
VYZT01013838.1_18948,Fzd4,-29213,upstream,0.305075013363224,1.39538671644627,0.614600194014689,0.004676878455372,57.5682674820787,84.5595029862382,26.9912355041595,VYZT01013838.1,18948,18948,intergenic
VYZT01035209.1_255633,Akap1,-416,upstream,2.00594387856221,-1.49588092080412,4.55283869465948e-07,0.00083796954414912,88.1419735934905,62.4821233120636,-25.6598502814269,VYZT01035209.1,255633,255633,promoter
VYZT01047523.1_28117,Mex3d,1960,downstream,2.14499083038949,-1.57929524702788,8.00109331361519e-06,0.00424414851816917,89.5199760323574,63.7769361408273,-25.7430398915301,VYZT01047523.1,28117,28117,gene_body
VYZT01037716.1_24360,Ackr3,20549,downstream,0.692494967370953,1.90887816366866,0.233471249352815,0.00308459931566292,66.6521714650982,93.0949899768255,26.4428185117274,VYZT01037716.1,24360,24360,intergenic
VYZT01063217.1_45966,Cdc42ep4,-2594,upstream,0.703497989032571,1.77179374089542,0.0308798409057252,0.000123168708967428,66.8962864575418,92.2391423645501,25.3428559070083,VYZT01063217.1,45966,45966,upstream10k
VYZT01063172.1_57460,Etv5,7601,downstream,0.631244426660899,1.91358148924253,0.25480153735766,0.00187440751157437,65.277157858856,92.7225145145011,27.4453566556451,VYZT01063172.1,57460,57460,gene_body
VYZT01040153.1_34943,Krt80,5065,downstream,0.81414089949222,2.02434398264048,0.0480266862989962,0.000168585378515678,69.2991202226929,94.4720390337407,25.1729188110479,VYZT01040153.1,34943,34943,gene_body
VYZT01036627.1_11360,POSRUF_R11617,18666,downstream,-0.135329904561821,1.48883939508226,0.843241318295376,0.000679859247352072,46.6219063983551,79.4702794712718,32.8483730729167,VYZT01036627.1,11360,11360,gene_body
VYZT01054307.1_11672,Lrrtm2,-6707,upstream,2.46749068457556,-1.75744244551966,6.71621379702633e-07,0.000955574069498905,92.1831138678044,67.0411818789212,-25.1419319888831,VYZT01054307.1,11672,11672,upstream10k
VYZT01021123.1_25317,,,,4.49592971919762,-6.38311970132984,0.000472127583531998,8.46836962104173e-10,98.8968740615384,13.1565198004672,-85.7403542610712,VYZT01021123.1,25317,25317,intergenic
VYZT01063837.1_238710,POSRUF_R04762,17740,downstream,1.53430406252933,-1.58884438486807,0.00073044965028355,0.00381129593369086,82.2635177390296,48.6368298372556,-33.626687901774,VYZT01063837.1,238710,238710,gene_body
VYZT01002048.1_7857,,,,0.625250602364743,1.78590804453162,0.248473873721721,0.00216419542055983,65.1411772225531,91.7674257947556,26.6262485722025,VYZT01002048.1,7857,7857,intergenic
VYZT01060524.1_2294,POSRUF_R03569,3075,downstream,0.530987332460053,2.21416879979803,0.31622077219157,0.000150494178598346,62.9713362133982,93.9639202727258,30.9925840593276,VYZT01060524.1,2294,2294,downstream10k
VYZT01018323.1_6703,,,,0.255170291631264,1.79689190845221,0.735073408298647,0.00157786587921425,56.3448674073646,88.6155826776916,32.270715270327,VYZT01018323.1,6703,6703,intergenic
VYZT01010488.1_20135,POSRUF_R03059,5897,downstream,-1.38816880027298,2.45013516517677,0.0351748830304947,0.00319286769180627,19.9700258377498,74.3066140828509,54.3365882451012,VYZT01010488.1,20135,20135,gene_body
VYZT01013225.1_147336,POSRUF_R04531,-1809,upstream,0.0196680383094196,2.14208012664769,0.985329009381028,0.00198202544422108,50.4916851078876,89.676150648364,39.1844655404764,VYZT01013225.1,147336,147336,promoter
VYZT01011145.1_164024,Arhgef37,6606,downstream,1.59637536339061,-1.2829976673961,3.08244787524132e-05,0.00677043180122661,83.151118234115,57.770950357451,-25.380167876664,VYZT01011145.1,164024,164024,downstream10k
VYZT01013225.1_49228,Ttyh2,2090,downstream,2.63023096100181,-1.87083854056961,1.26690407332797e-07,0.000277171491775014,93.2782032048175,68.1221807156358,-25.1560224891817,VYZT01013225.1,49228,49228,gene_body
VYZT01002754.1_47929,Trib1,24462,downstream,0.250379734006958,1.80668723198916,0.764699158735701,0.00392664906119462,56.2269964159444,88.6659751021266,32.4389786861822,VYZT01002754.1,47929,47929,intergenic
VYZT01051528.1_185487,Txnrd3,-173618,upstream,0.556154752260916,1.83090632607078,0.432617224642643,0.00681474327237925,63.5562358175475,91.5835309770423,28.0272951594949,VYZT01051528.1,185487,185487,intergenic
VYZT01050670.1_189326,Astn2_1,34029,downstream,-0.396064102419771,2.06689561744812,0.607751547690677,2.61834873310262e-06,40.2258347806771,84.1686652207902,43.9428304401131,VYZT01050670.1,189326,189326,gene_body
VYZT01026107.1_5171,,,,0.596279596135577,1.75546050585269,0.295376392322307,0.00299554181054376,64.4804675937099,91.307244078189,26.8267764844791,VYZT01026107.1,5171,5171,intergenic
VYZT01034530.1_22391,,,,3.2973909751893,-2.49607760229427,3.19594336038551e-08,3.65663532345598e-05,96.4339197301582,69.0255354204739,-27.4083843096843,VYZT01034530.1,22391,22391,intergenic
VYZT01010570.1_61428,Bcl11a,14698,downstream,0.624408018586566,1.84122083636668,0.248468004026678,0.00164294273594079,65.1220418555237,92.1696872635228,27.0476454079991,VYZT01010570.1,61428,61428,intergenic
VYZT01014659.1_70457,Wnt10a,-4252,upstream,0.662443106436842,2.14264910284211,0.143736988061631,0.000112137441879711,65.980898469706,94.2950377998403,28.3141393301343,VYZT01014659.1,70457,70457,upstream10k
VYZT01014596.1_180712,POSRUF_R08195,49992,downstream,0.414131109992569,1.53472059492088,0.392012882508083,0.00131900422719873,60.2078026629093,87.5321377933572,27.3243351304478,VYZT01014596.1,180712,180712,gene_body
VYZT01011868.1_13757,Faah2,-8768,upstream,0.775391837507651,2.10304562994449,0.0684765034146228,0.000143051721149515,68.4686100653309,94.6770172516108,26.2084071862799,VYZT01011868.1,13757,13757,upstream10k
VYZT01055765.1_122264,Hif1an,63237,downstream,2.94910976384592,-2.11512310976256,4.99427516982326e-09,3.00674897656455e-05,95.0221396526795,69.7197226401422,-25.3024170125373,VYZT01055765.1,122264,122264,intergenic
VYZT01043218.1_37969,Fhad1_2,1682,downstream,-2.19127263819119,1.86473422729367,9.21939089469043e-05,0.00396177280689423,10.0536951298484,41.9083118709749,31.8546167411265,VYZT01043218.1,37969,37969,upstream10k
VYZT01050748.1_11393,Adtrp,-58857,upstream,0.665348466430601,1.74383661771895,0.301672703365345,0.00438828418008721,66.0460821855255,91.7525035850039,25.7064213994784,VYZT01050748.1,11393,11393,intergenic
VYZT01003553.1_31201,,,,0.734057962185913,1.97128475002273,0.0718406661078511,4.53453659092542e-05,67.5695132006019,93.7341170031378,26.164603802536,VYZT01003553.1,31201,31201,intergenic
VYZT01005934.1_68402,POSRUF_R14733,48271,downstream,0.497607219538954,1.65224585963446,0.471880921551722,0.00753817021543209,62.1896854363388,89.5655046887135,27.3758192523747,VYZT01005934.1,68402,68402,intergenic
VYZT01038988.1_2242,,,,0.767170908186134,2.03230436046339,0.102026803474508,0.000323721472758171,68.2908586864618,94.2647462020738,25.973887515612,VYZT01038988.1,2242,2242,intergenic
VYZT01050626.1_165172,Plxna2_1,-114522,upstream,-0.810918367618198,3.00910039440562,0.431376442910201,6.88060259774389e-23,30.7694831659791,90.0086137455124,59.2391305795334,VYZT01050626.1,165172,165172,intergenic
VYZT01037169.1_19682,Cyld,2835,downstream,-1.22575771496613,2.39465559622209,0.0660655824200306,0.00534606151078088,22.6924787217738,76.294574481135,53.6020957593611,VYZT01037169.1,19682,19682,gene_body
VYZT01062263.1_27075,Gpr157,-2284,upstream,0.399199826747176,1.39978813314179,0.482331266074984,0.00931878476164773,59.84953947176,85.8025695465399,25.9530300747799,VYZT01062263.1,27075,27075,upstream10k
VYZT01052178.1_14216,POSRUF_R02751,-12151,upstream,0.618726572424206,1.75151486747096,0.161285770614463,0.000356084250569518,64.9928871979094,91.4529734627428,26.4600862648335,VYZT01052178.1,14216,14216,intergenic
VYZT01059368.1_65469,Eno1,40781,downstream,0.46839386632643,1.6332830336457,0.423494517722125,0.00552349253331573,61.5003535709471,89.1066057795911,27.606252208644,VYZT01059368.1,65469,65469,intergenic
