site_id,gene_id,distance_to_TSS,distance_direction,estimate_intercept,estimate_carers3plus,p_adj_global_(Intercept),p_adj_global_carers3plus,p_adj_by_term_(Intercept),p_adj_byterm_carers3plus,p_carers2,p_carers3,delta_beta,delta_percent,chr,start,end,annotation
VYZT01001988.1_555023,Ppp1r3cb,1161,downstream,2.67911448720269,-1.97117640147854,3.88912985700668e-07,6.76404969397371e-05,1.12540199995508e-07,0.00176998474926839,0.935782930794347,0.669945392154058,-0.265837538640289,-26.5837538640289,VYZT01001988.1,555023,555023,upstream10k
VYZT01002017.1_35144,Slitrk1,1467,downstream,0.596654758337345,1.96585309974933,0.403238683225517,0.000280318252794063,0.178258034797401,0.00696513341048568,0.644890595270019,0.928409322848489,0.28351872757847,28.351872757847,VYZT01002017.1,35144,35144,gene_body
VYZT01002030.1_104951,Znf385c,-10487,upstream,2.70889432365784,-1.96821295023576,5.69269330718392e-09,5.36320724852999e-05,2.18978271202046e-09,0.00138507247574601,0.937549442043932,0.677144835872844,-0.260404606171089,-26.0404606171089,VYZT01002030.1,104951,104951,intergenic
VYZT01002030.1_196914,POSRUF_R01399,-12617,upstream,0.495914590137841,1.75534804927699,0.276930430713577,0.000142537352481966,0.106702816693318,0.00375106783090871,0.621498765486692,0.904759392148841,0.283260626662149,28.3260626662149,VYZT01002030.1,196914,196914,downstream10k
VYZT01002030.1_82347,Znf385c,12117,downstream,-0.228625019035602,1.33349565845642,0.541203461947085,7.60675060319993e-36,0.279572904478609,6.3413615261833e-36,0.443091411045999,0.75117160386514,0.308080192819141,30.8080192819141,VYZT01002030.1,82347,82347,gene_body
VYZT01002114.1_104141,Lrrtm3,78204,downstream,0.127912198545492,2.44166303222636,0.912858582827744,6.19407524954156e-05,0.781352099814594,0.0016114473261182,0.531934520036438,0.928877639085521,0.396943119049083,39.6943119049083,VYZT01002114.1,104141,104141,downstream10k
VYZT01002114.1_500136,Ctnna3_0,264629,downstream,0.42140371267185,2.15166368262695,0.639359296841878,0.000322048259820066,0.371623213452436,0.00784624312313023,0.603819097137715,0.929108000092097,0.325288902954381,32.5288902954381,VYZT01002114.1,500136,500136,intergenic
VYZT01002591.1_143225,,,,-0.0742618397263147,1.70623968106847,0.95139896985672,1.91668748092162e-10,0.869935572917854,3.1064088936895e-10,0.481443067464523,0.8364404030938,0.354997335629277,35.4997335629277,VYZT01002591.1,143225,143225,intergenic
VYZT01002632.1_128685,Slc4a11,-63208,upstream,-0.541465472809413,1.22209718824263,0.261123396287603,0,0.09887174935702,0,0.367846741838908,0.663879675156926,0.296032933318017,29.6032933318017,VYZT01002632.1,128685,128685,intergenic
VYZT01002644.1_10827,,,,0.702752002219872,-1.13931331862218,0.0348510624136871,1.11387641053112e-05,0.00996788590144318,0.000219221337783873,0.668797643821738,0.392560643051238,-0.2762370007705,-27.62370007705,VYZT01002644.1,10827,10827,intergenic
VYZT01002682.1_228603,Lrp6,94012,downstream,0.884564139837904,2.31730898527946,0.114697425889232,3.88436272196701e-05,0.0367619239400741,0.000982866577942686,0.707767129402511,0.960904705400645,0.253137575998134,25.3137575998134,VYZT01002682.1,228603,228603,gene_body
VYZT01002692.1_48870,Itpr1_1,-20073,upstream,0.067422702450764,1.78040777587917,0.957094004357931,0.000321166417769959,0.884029832519037,0.00782674296616358,0.516849293273898,0.863872175011164,0.347022881737267,34.7022881737267,VYZT01002692.1,48870,48870,intergenic
VYZT01002700.1_83338,Stard10_0,-31683,upstream,0.0791134062070862,1.3862917766905,0.895927383647113,0,0.745971090009742,0,0.51976804205949,0.812357991663468,0.292589949603978,29.2589949603978,VYZT01002700.1,83338,83338,intergenic
VYZT01002716.1_330812,Tmeff2,-119015,upstream,0.701367681689466,2.19814134845892,0.301552356677136,0.000136357179445785,0.119343239605243,0.00358675543072213,0.668490935022287,0.947822161192339,0.279331226170052,27.9331226170052,VYZT01002716.1,330812,330812,intergenic
VYZT01002716.1_435695,Tmeff2,-14132,upstream,0.681449749616094,1.91551233542865,0.29328788540674,0.000393580350980087,0.115031833014043,0.00930836407864894,0.664062189650484,0.930665808518734,0.26660361886825,26.660361886825,VYZT01002716.1,435695,435695,intergenic
VYZT01002768.1_8468,Sox9,-3147,upstream,0.183795176103635,1.45083319744701,0.709111907117364,0,0.450386300959253,0,0.545819881076693,0.836802693437182,0.290982812360489,29.0982812360489,VYZT01002768.1,8468,8468,upstream10k
VYZT01002930.1_8260,Pole2,6172,downstream,0.728761661047938,1.93271350964262,0.281276852667344,0.000294920835496659,0.108888500776576,0.00728283804489347,0.674533468821039,0.934714743798738,0.2601812749777,26.01812749777,VYZT01002930.1,8260,8260,gene_body
VYZT01003329.1_166872,Rspo1,2008,downstream,0.641662195945533,1.81100738732918,0.191610400592608,0.000187501263564648,0.0671981936768161,0.00487277617833033,0.655129105557226,0.920756453228499,0.265627347671272,26.5627347671272,VYZT01003329.1,166872,166872,gene_body
VYZT01003339.1_27898,Sucnr1,30972,downstream,0.486397555522605,1.54448827859652,0.427116906098551,1.97111974827062e-40,0.193868325447218,1.63694179627437e-40,0.619257422056171,0.884001944485449,0.264744522429278,26.4744522429278,VYZT01003339.1,27898,27898,intergenic
VYZT01003339.1_39987,Sucnr1,18883,downstream,1.20336171368396,-1.27479267408775,9.19008183216471e-05,8.82500189115913e-05,2.37104226519496e-05,0.00232812301913049,0.769122273755239,0.482149849111229,-0.28697242464401,-28.697242464401,VYZT01003339.1,39987,39987,intergenic
VYZT01003403.1_87648,Slc8a3,31790,downstream,0.258929441856644,2.14403376483814,0.798935418646244,6.53068020888815e-05,0.573891589682796,0.00170645999229222,0.564373106712304,0.917052983916511,0.352679877204207,35.2679877204207,VYZT01003403.1,87648,87648,gene_body
VYZT01003415.1_33051,Nacc2,-11605,upstream,0.666196482443942,1.95395037741118,0.294958731506623,0.000180677760624465,0.115901619999285,0.00469885341830874,0.660650965532706,0.932146995747704,0.271496030214999,27.1496030214999,VYZT01003415.1,33051,33051,intergenic
VYZT01003415.1_51846,Nacc2,-30400,upstream,0.3184310555463,1.31295202632403,0.789892045012004,2.98087344768411e-14,0.560203900157841,2.9933953416292e-14,0.578941840847843,0.83635901904348,0.257417178195637,25.7417178195637,VYZT01003415.1,51846,51846,intergenic
VYZT01003450.1_252891,Capn8,10034,downstream,0.77570421380495,1.94224151330584,0.210639197950857,0.000257527460968455,0.0754525551462016,0.00646404578657742,0.684753536007325,0.938077311913925,0.2533237759066,25.33237759066,VYZT01003450.1,252891,252891,gene_body
VYZT01003536.1_36687,Timm44,11510,downstream,0.137556638642164,1.43405171383415,0.850632817233036,0.000188733030295671,0.659623568367456,0.00490226578232471,0.534335036586251,0.828012770765561,0.29367773417931,29.367773417931,VYZT01003536.1,36687,36687,downstream10k
VYZT01003553.1_31201,,,,0.669998782246658,1.97036102067356,0.212164738034126,9.61908336686507e-05,0.0761278568159214,0.00252847678407778,0.661502886527553,0.933414330390151,0.271911443862598,27.1911443862598,VYZT01003553.1,31201,31201,intergenic
VYZT01003555.1_4760,Fer1l4_0,12745,downstream,2.67822785168761,-2.13271950300202,2.55263346489875e-06,0.000399305666352803,6.86497779389141e-07,0.00941715454275578,0.935729629404872,0.633092867097185,-0.302636762307686,-30.2636762307687,VYZT01003555.1,4760,4760,gene_body
VYZT01003658.1_15363,,,,0.553990702056774,2.13049382350532,0.325241645578087,4.40398994335854e-05,0.132060587319077,0.00112795148147647,0.635060967811956,0.936104879594462,0.301043911782506,30.1043911782506,VYZT01003658.1,15363,15363,intergenic
VYZT01003758.1_2450,,,,-0.43171225844426,1.94039486293165,0.622322334380849,7.62936139941447e-05,0.354231050012344,0.00200461071321503,0.393717534270086,0.818865886833079,0.425148352562993,42.5148352562993,VYZT01003758.1,2450,2450,intergenic
VYZT01003805.1_12782,,,,2.65915602252032,-1.89762745833525,6.53947112367256e-07,0.000314479197305891,1.84670702657632e-07,0.00770341927812728,0.934573079449733,0.681685509581183,-0.252887569868551,-25.2887569868551,VYZT01003805.1,12782,12782,intergenic
VYZT01004111.1_388903,Klhl29,-53643,upstream,0.819722403257182,2.26333677385637,0.242224194934001,0.000142889144965225,0.0898432746428192,0.00376234089498557,0.694177410847405,0.956188518757769,0.262011107910364,26.2011107910364,VYZT01004111.1,388903,388903,intergenic
VYZT01004115.1_186918,Arsj,21134,downstream,0.11796222794691,2.76704702203983,0.911325619644012,4.04923544302938e-06,0.778019235161751,5.87848531237605e-05,0.529456407532479,0.947100396032578,0.417643988500099,41.7643988500099,VYZT01004115.1,186918,186918,gene_body
VYZT01004136.1_942,Ryk,-885,upstream,-0.595464323272411,1.09510145987622,0.474496685630413,0,0.2271178360444,0,0.355382069351871,0.622374053168248,0.266991983816377,26.6991983816377,VYZT01004136.1,942,942,promoter
VYZT01004165.1_289432,Cmip,-21724,upstream,0.879438083735808,2.24276207253709,0.102526821588678,1.30705998472072e-05,0.0323585357039337,0.000267699375689932,0.706705764706863,0.957799247769029,0.251093483062166,25.1093483062166,VYZT01004165.1,289432,289432,intergenic
VYZT01004185.1_123928,Piwil1,-17488,upstream,0.386773538384273,1.35606471002775,0.704903751742721,4.34266673657167e-88,0.445246849230266,3.56333603303013e-88,0.595505753661652,0.851047217044173,0.255541463382521,25.5541463382521,VYZT01004185.1,123928,123928,intergenic
VYZT01004208.1_246257,Dennd1a,22009,downstream,0.745502474304703,1.94892100041954,0.235684269322599,0.000281117131752566,0.0867712273426737,0.00698109137762987,0.678197922125532,0.936696782896598,0.258498860771065,25.8498860771065,VYZT01004208.1,246257,246257,gene_body
VYZT01004208.1_83209,Gpr21,3898,downstream,0.338151638224894,2.00212773023466,0.623514615033277,8.67438809896754e-06,0.355439647573929,0.000159131131060126,0.58374146400925,0.912158472256116,0.328417008246866,32.8417008246866,VYZT01004208.1,83209,83209,gene_body
VYZT01004554.1_555,,,,3.32773414492668,-2.56227689698356,3.18707928619529e-07,1.8747183981728e-05,9.31506870001063e-08,0.000418366633291518,0.965368096261473,0.68253738699255,-0.282830709268922,-28.2830709268922,VYZT01004554.1,555,555,intergenic
VYZT01004743.1_99148,,,,0.709457635068573,2.25188921068649,0.227622940937448,2.3334870421941e-05,0.0830680431429684,0.000544867070714261,0.670281305911404,0.950797040361715,0.280515734450311,28.0515734450311,VYZT01004743.1,99148,99148,intergenic
VYZT01004753.1_14068,Snta1,5806,downstream,-1.11872836922564,2.62436575833968,0.131922016577173,9.12415938447613e-05,0.0431727820313234,0.00240301170929876,0.246247234177992,0.818413767979765,0.572166533801773,57.2166533801773,VYZT01004753.1,14068,14068,gene_body
VYZT01004765.1_11122,,,,0.882467921789561,2.51282629235119,0.213819662748169,2.94565265686013e-05,0.0768606700512222,0.000716331592475875,0.707333373959766,0.967557143756553,0.260223769796787,26.0223769796787,VYZT01004765.1,11122,11122,intergenic
VYZT01004871.1_434577,Il1rap_1,5065,downstream,2.73335146649137,-1.94014858288193,2.48501801763717e-07,0.000293685378364997,7.359716853796e-08,0.00726287220728783,0.938966188122734,0.688518637728871,-0.250447550393863,-25.0447550393863,VYZT01004871.1,434577,434577,downstream10k
VYZT01005005.1_12487,,,,-0.00461833363745109,1.59787174940132,0.997047532812111,3.00653324239564e-07,0.991370774446479,1.78801979876705e-06,0.498845418642809,0.831073343639558,0.332227924996749,33.2227924996749,VYZT01005005.1,12487,12487,intergenic
VYZT01005345.1_209473,Cdc42,11845,downstream,0.81010916693199,2.20922474647741,0.193445021324959,6.71349042110322e-05,0.0679829869976027,0.00175669864223083,0.692132766625384,0.953439965366725,0.261307198741341,26.1307198741341,VYZT01005345.1,209473,209473,downstream10k
VYZT01005346.1_9718,,,,0.346658745485611,2.34233534279991,0.731340583771962,5.78311704151139e-05,0.478368521884011,0.00150294977034173,0.585807099593561,0.93637407809479,0.350566978501229,35.0566978501229,VYZT01005346.1,9718,9718,intergenic
VYZT01005349.1_2119,Kdm8,-240148,upstream,0.475771534852576,1.92752072716299,0.537231089262854,0.000274616431945451,0.276237375204494,0.0068455252413216,0.616748888400025,0.917078010669883,0.300329122269858,30.0329122269858,VYZT01005349.1,2119,2119,intergenic
VYZT01005383.1_6896,Npepps,1059,downstream,0.668186381286943,2.30984671704372,0.406616569964144,8.43134828178365e-05,0.180426897101804,0.0022223953196001,0.661096940759913,0.951571811212906,0.290474870452993,29.0474870452994,VYZT01005383.1,6896,6896,gene_body
VYZT01005398.1_6404,,,,-0.443505359871861,2.72763168944773,0.660693732854243,0.000186982899775288,0.39439838257482,0.00486090024108657,0.390906029868871,0.907553828117941,0.51664779824907,51.664779824907,VYZT01005398.1,6404,6404,intergenic
VYZT01005432.1_14697,Vwc2l,23910,downstream,0.591432028546981,2.09325465013715,0.404153803511937,0.000153623119686716,0.178841829072552,0.00403830751828909,0.643693652039854,0.936116969819031,0.292423317779178,29.2423317779178,VYZT01005432.1,14697,14697,downstream10k
VYZT01005454.1_87885,Dhx38,7280,downstream,0.648690258894698,1.71088161112522,0.16284482445578,0.000188413742312374,0.0552751020502709,0.0048936533650197,0.656715254843447,0.913692049629056,0.256976794785609,25.6976794785609,VYZT01005454.1,87885,87885,gene_body
VYZT01005471.1_10588,Lrrc10b,5596,downstream,0.765854085981482,2.05285100910769,0.255931540104245,0.00036285203205947,0.0963541317322608,0.00871163668074445,0.682623367669941,0.943678282299881,0.26105491462994,26.105491462994,VYZT01005471.1,10588,10588,gene_body
VYZT01005496.1_27126,Mfsd10,13471,downstream,-0.027939363483202,1.78982880124677,0.984141371198842,5.16024261486523e-09,0.954769473716613,1.27744294497999e-08,0.493015613462308,0.853446141041386,0.360430527579078,36.0430527579078,VYZT01005496.1,27126,27126,gene_body
VYZT01005806.1_5091,Grm4_0,3803,downstream,2.83267639451355,-2.40483770713397,9.62686929631747e-08,1.60802330745264e-05,3.00934975126786e-08,0.000345833481056845,0.944416264441653,0.605357449011321,-0.339058815430332,-33.9058815430332,VYZT01005806.1,5091,5091,downstream10k
VYZT01005923.1_124146,Noc2l,37714,downstream,0.712949573613664,1.9304750205183,0.202901210548568,0.000304992686641544,0.072057625873018,0.00750005376420227,0.671052579872031,0.933604560513139,0.262551980641108,26.2551980641108,VYZT01005923.1,124146,124146,gene_body
VYZT01005923.1_190615,Samd11,-7552,upstream,0.0734455460238106,1.78269192866036,0.950567568232786,2.90534361404486e-05,0.867931560784951,0.000704202805444433,0.518353137132785,0.864846103715704,0.346492966582919,34.6492966582919,VYZT01005923.1,190615,190615,upstream10k
VYZT01005934.1_118419,POSRUF_R14733,98288,downstream,-0.120388663716782,1.5477344988422,0.900416808711952,0.000343970896456264,0.755217050577811,0.00832085575307514,0.469939132394504,0.806487429242571,0.336548296848067,33.6548296848067,VYZT01005934.1,118419,118419,intergenic
VYZT01005934.1_29571,POSRUF_R14733,9440,downstream,0.719166291102283,2.17194432503217,0.265920629046674,0.000250743806393889,0.101219686399167,0.0063074794763213,0.672423402272271,0.947405249454607,0.274981847182336,27.4981847182336,VYZT01005934.1,29571,29571,downstream10k
VYZT01005938.1_102769,Rnpep,9570,downstream,0.688102759016434,2.59206393127572,0.130626877776222,7.94670627545541e-06,0.0426837504708367,0.000142406675915624,0.665544743238045,0.963742108777273,0.298197365539228,29.8197365539228,VYZT01005938.1,102769,102769,downstream10k
VYZT01005938.1_55318,Lztr1,-12157,upstream,0.698820003320175,2.15762697815417,0.240641569943971,0.000328025566615392,0.0890989640835956,0.00796976828983538,0.667926099812408,0.945650980284837,0.27772488047243,27.772488047243,VYZT01005938.1,55318,55318,gene_body
VYZT01005943.1_359,,,,2.49788859922242,-1.84798436643977,7.40558771814316e-07,0.0003211544087093,2.07976757850175e-07,0.00782674296616358,0.923993670319206,0.656988881425445,-0.267004788893761,-26.7004788893761,VYZT01005943.1,359,359,intergenic
VYZT01005975.1_88995,Mgat4b_0,2245,downstream,0.573834338140534,1.95057302893312,0.315250065285771,6.93867471121693e-05,0.126620673813264,0.00181636136646235,0.639647457085399,0.925835252329831,0.286187795244433,28.6187795244433,VYZT01005975.1,88995,88995,gene_body
